"record","uuid","date","hsample","hsampletype","state","s3","s4","h3r1","h3r2","h3r3","h3r4","h3r5","h3r7","h3none","s5","s6","s7","h1r1","h1r2","h1r3","h1r4","h1none","s8","s9","s10","rh","q1r1","q1r2","q1r3","q1r4","q1r5","q1r6","q1r7","q1r8","q1r9","q1r20","q1r10","q1r11","q1r12","q1r13","q1r14","q1r15","q1r16","q1r17","q1r18","q1r19","q2","q3","q4","q5","q6","q7","q8","q9r1","q9r2","q9r3","q9r4","q9r5","q9r6","q9r7","q9r8","q9r9","q9r10","q9r11","q9r12","q9r13","q9r14","q9r15","q10","q18r1","q18r2","q18r3","q18r4","q18r5","q18r6","q18r7","q18r8","q19","q20r1","q20r2","q20r3","q21r1","q21r2","q21r3","q21r4","q21r5","q21r6","q21r7","q21r8","q21r9","q22","q23","q24","q25","q26r1","q26r2","q26r3","q26r4","q26r5","q26r6","q26r7","q28","q29","q30","d1","d2","d3","d4r1","d4r2","d4r3","d4r4","d4r5","d5","d6","d12r1","d12r2","d12r3","d7","d8r1","d8r2","d8r3","d8r4","d8r5","d8r6","d8r7","d9r1","d9r2","d9r3","d9r4","d10","d11","conditionsmarker_split_b","conditionsmarker_split_a","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","azcounty","hpid3","q12","q16","az1","az2","az3","az4","az5","az6","az7","az8","az9","az10","az11","az12","az13","az14","az15","az16","az17","az18","q49","q50","q51","d13","weight","race","pid3"
74,"u0m9q5g9m1x3r96h",10/19/2022 15:21:00,4,2,3,5,1,0,1,0,0,0,0,0,1,2,1976,0,0,1,0,0,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,3,3,3,3,8,2,4,2,4,2,,,,,,,2,5,,,2,3,4,4,3,3,2,1,4,1,1,0,0,1,3,1,2,2,2,3,3,3,3,3,1,1,1,4,1,4,4,1,1,2,1,1,,,1,0,0,0,1,0,,,,,,1,0,1,0,0,0,0,0,1,2,2,2,1,1,0,1,4,1420.69,14,,10,,1,2,10/19/2022 14:57:00,3,1,1,2,2,4,2,2,2,2,2,3,,2,3,1,3,5,1,,1,2,2,,2,,0.880649983882904,2,1
78,"jutp83ay5sy55wwy",10/19/2022 15:08:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1994,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,2,6,4,2,2,3,2,,,,,,,3,2,,,2,2,1,2,3,1,2,3,2,1,1,0,0,2,3,3,2,2,1,2,2,3,2,1,1,2,2,3,2,3,3,3,3,2,1,2,12,,1,1,0,0,0,0,4,2,2,1,3,1,0,0,1,0,0,0,0,3,1,2,1,3,1,1,0,6,408.04,12,,13,,1,1,10/19/2022 15:00:00,8,2,3,2,3,3,2,2,3,2,2,,2,2,2,2,2,5,,2,2,2,2,2,,,0.635402858257294,1,2
80,"ft54kbc8j528agav",10/19/2022 15:55:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,1999,1,0,0,0,0,1,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,3,9,2,4,2,4,1,,,,,,,2,3,,,1,4,2,1,1,1,4,4,4,2,,,,1,1,1,3,1,1,4,4,4,3,3,2,3,1,1,1,1,1,1,3,4,5,5,12,,2,0,1,0,0,0,2,4,3,1,2,4,1,0,0,0,0,0,0,1,2,3,4,2,3,1,0,4,2935.72,14,,10,,1,2,10/19/2022 15:02:00,8,2,2,6,6,2,1,2,1,1,1,,3,1,1,4,1,10,,5,4,1,2,2,,,0.502329587936401,1,2
82,"gx1j26kjdcq7wy1g",10/19/2022 15:20:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1960,0,0,0,1,0,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,2,3,2,10,4,2,4,2,4,,,,,,,4,3,,,4,4,4,4,4,4,4,2,4,1,0,0,1,3,4,1,2,3,2,1,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,4,0,1,3,809.86,12,,11,,1,1,10/19/2022 15:06:00,12,3,4,4,4,1,2,4,3,2,3,2,,2,3,2,2,4,3,,3,4,2,,2,,2.41749739646912,2,3
83,"5wmucxtvyfz240gn",10/19/2022 15:35:00,98,1,3,1,,0,0,0,0,1,0,0,1,2,1935,0,0,0,1,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,4,5,5,4,6,4,2,,,,,,,1,6,,,1,4,4,4,4,4,4,1,2,2,,,,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,4,1,1,12,,1,1,0,0,0,0,1,2,2,3,1,1,1,0,0,0,0,0,0,1,1,1,1,2,5,1,0,5,1655.23,4,,10,,5,6,10/19/2022 15:06:00,8,1,6,6,6,6,1,2,2,2,2,,4,1,3,1,2,9,,2,2,2,1,2,,,0.452390402555466,1,1
84,"txa9tpk5v69wa2x3",10/19/2022 15:21:00,3,2,3,6,1,0,0,0,0,0,1,0,1,2,1970,0,0,1,0,0,1,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,2,1,6,3,4,2,3,2,,,,,,,2,5,,,2,4,4,4,4,3,3,3,4,1,1,1,0,3,3,1,1,1,1,3,4,3,2,3,1,3,4,4,4,4,4,4,4,3,1,1,,,1,1,0,0,0,0,,,,,,4,0,1,0,1,0,1,0,1,1,1,1,2,1,1,0,3,836.15,12,,11,,1,1,10/19/2022 15:06:00,11,1,1,6,1,3,2,2,2,1,4,,1,1,2,1,1,6,,2,2,2,2,1,,,0.854999959468842,2,1
85,"ew5bu3xacc62m7ud",10/19/2022 15:15:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1961,0,0,0,1,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,2,1,8,4,5,4,2,4,,,,,,,3,3,,,4,4,4,2,3,3,4,1,4,1,1,1,0,3,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,1,2,1,3,2,2,2,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,3,1,4,5,3,1,0,3,465.69,14,,10,,1,2,10/19/2022 15:07:00,11,3,4,4,4,1,2,2,3,3,3,,2,2,2,3,4,4,,3,4,4,2,1,,,2.54473376274109,2,3
86,"zykaq13gkbx4ytbk",10/19/2022 15:18:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1964,0,0,1,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,3,2,2,8,3,2,3,2,2,,,,,,,2,2,,,2,4,2,3,1,1,3,4,4,2,,,,1,3,1,2,1,1,3,3,2,2,2,2,1,2,3,2,1,1,1,1,3,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,3,1,3,3,2,0,1,3,605.88,12,,10,,1,1,10/19/2022 15:07:00,9,3,1,3,1,1,2,3,2,2,1,1,,2,3,1,1,3,2,,1,4,2,,2,,1.70009708404541,2,3
88,"yb6x775mcxm66xw4",10/19/2022 15:19:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1963,0,0,1,0,0,1,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,1,10,4,1,4,1,4,,,,,,,4,2,,,4,3,2,1,1,1,4,4,4,2,,,,4,3,3,4,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,0,0,0,0,0,1,0,1,1,1,1,5,6,1,0,3,687.67,14,,10,,1,2,10/19/2022 15:07:00,11,3,4,4,4,4,2,2,4,4,1,,1,3,3,2,1,0,,3,4,4,3,1,,,2.54473447799683,2,3
89,"jqep4mmuxf4g9ak3",10/19/2022 15:26:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1947,0,0,0,1,0,1,3,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,2,1,2,9,4,1,4,1,4,,,,,,,4,4,,,4,4,4,4,4,4,4,1,4,2,,,,4,3,2,3,3,2,1,2,1,1,3,2,1,2,2,2,3,2,3,2,1,2,2,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,3,1,3,4,3,1,0,3,1106.88,4,,10,,5,6,10/19/2022 15:07:00,9,3,4,4,4,1,1,2,4,4,3,,1,3,2,1,3,1,,4,4,4,2,2,,,2.54473376274109,2,3
90,"60mjcm92eg31xaxv",10/19/2022 15:15:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1987,0,1,0,0,0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,1,10,6,1,4,1,6,,,,,,,4,6,,,4,4,1,1,4,4,1,1,4,1,0,1,0,4,1,1,1,4,1,4,4,4,2,1,1,1,2,2,2,2,2,2,2,3,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,1,0,1,3,380.1,12,,11,,1,1,10/19/2022 15:08:00,12,3,4,4,4,4,1,1,1,1,1,1,,1,3,1,5,10,4,,4,3,4,,2,,2.41749739646912,2,3
91,"gd36jv68r7nwc25b",10/19/2022 15:14:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1987,0,1,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,4,4,1,4,1,4,4,,,,,,,4,3,,,5,4,4,3,1,2,4,4,4,2,,,,3,2,3,2,3,4,4,1,3,2,2,1,2,1,3,4,3,4,1,2,2,1,2,,,1,1,0,0,0,0,,,,,,4,0,1,0,1,0,0,1,2,3,1,4,2,1,0,1,3,358.15,4,,10,,5,6,10/19/2022 15:08:00,8,2,5,1,5,5,2,2,2,2,3,1,,2,1,2,3,5,1,,1,1,1,,1,,1.89051735401154,2,2
95,"ds39bvkjhah9ymw0",10/19/2022 15:20:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1976,0,0,1,0,0,1,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,1,3,1,10,4,1,4,1,4,,,,,,,4,4,,,4,4,2,4,4,4,4,2,4,1,0,1,0,4,2,2,3,3,2,1,1,1,3,2,2,1,2,2,2,1,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,1,4,4,1,0,3,625.5,14,,10,,1,2,10/19/2022 15:09:00,11,3,4,4,4,6,1,1,4,1,2,,1,3,3,2,4,0,,4,4,4,2,1,,,2.54473376274109,2,3
96,"a2908eu9bpzkgmux",10/19/2022 15:22:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1956,0,0,0,1,0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3,3,2,2,7,2,4,2,3,3,,,,,,,2,6,,,6,4,4,1,3,3,3,3,4,2,,,,4,1,3,1,3,1,3,3,4,1,3,2,2,4,4,4,4,4,4,4,3,1,1,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,3,1,3,3,2,0,1,3,735.18,14,,10,,1,2,10/19/2022 15:10:00,9,2,6,6,6,6,2,2,2,3,2,1,,1,3,2,2,9,5,,1,1,2,,2,,1.835453748703,2,2
97,"a0d8fx9ac3nb787z",10/19/2022 15:32:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1957,0,0,0,1,0,1,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,7,3,3,3,3,3,,,,,,,3,2,,,2,4,4,1,3,3,4,4,4,1,0,0,1,4,2,2,1,3,2,2,3,3,2,3,1,3,2,2,4,1,2,4,1,3,5,4,,,1,0,0,0,1,0,,,,,,3,1,0,0,0,0,0,0,4,4,4,4,3,3,1,0,3,1279.18,14,,10,,1,2,10/19/2022 15:10:00,8,2,6,3,6,2,2,2,2,3,2,,2,2,3,2,2,10,,5,1,2,2,2,,,1.76258623600006,2,2
98,"sbgz0bg506er4g86",10/19/2022 15:31:00,3,2,3,4,1,0,0,1,0,0,0,0,1,1,1937,0,0,0,1,0,3,6,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,7,1,4,1,3,2,,,,,,,1,6,,,1,4,4,3,4,3,1,4,4,1,0,1,0,2,1,1,1,1,1,3,3,3,3,2,2,2,4,3,3,1,1,1,1,3,1,1,,,,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,2,2,2,2,1,3,0,1,3,1227.75,12,,10,,1,1,10/19/2022 15:11:00,8,1,1,1,1,4,2,1,2,2,1,3,,1,3,5,3,10,1,,1,1,2,,2,,0.880649983882904,2,1
99,"bz3awjxumn61092v",10/19/2022 15:37:00,98,1,3,1,,0,0,0,0,1,0,0,1,1,1979,0,0,1,0,0,3,4,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,4,1,10,4,1,3,1,4,,,,,,,4,1,,,4,4,3,1,1,4,2,1,1,2,,,,3,3,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,2,4,2,2,12,,,1,0,0,0,0,3,3,3,1,2,2,1,0,0,0,0,0,0,1,1,1,1,5,3,0,1,5,1376.6,4,,10,,5,6,10/19/2022 15:11:00,8,3,4,4,4,1,1,1,2,2,4,4,,3,2,1,5,0,5,,4,4,1,,1,,0.641772270202637,1,3
101,"tuacsjz62r9uaykr",10/19/2022 15:24:00,3,2,3,1,,0,0,0,0,1,0,0,1,1,1970,0,0,1,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,1,2,1,10,4,1,4,2,2,,,,,,,1,3,,,3,4,4,4,1,1,1,1,4,2,,,,2,1,1,4,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,12,,1,0,0,0,0,1,4,4,2,3,1,1,1,0,0,0,0,0,0,1,1,1,4,3,3,1,0,3,724.29,14,,10,,1,2,10/19/2022 15:11:00,8,3,1,4,3,3,2,2,3,2,1,,1,3,1,2,1,5,,4,3,3,3,2,,,0.401989251375198,1,3
102,"t7dwa59czdebazhk",10/19/2022 15:24:00,3,2,3,3,1,1,0,0,0,0,0,0,1,2,1985,0,1,0,0,0,1,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,4,5,2,4,2,4,3,,,,,,,5,5,,,2,4,2,2,1,2,3,3,4,2,,,,1,2,2,1,2,1,2,3,3,2,3,2,2,3,3,1,1,3,1,1,3,1,5,,,1,1,0,0,0,0,,,,,,4,0,1,1,1,0,0,0,1,3,4,3,2,5,0,1,3,725.65,14,,10,,1,2,10/19/2022 15:12:00,12,1,2,2,2,3,1,2,2,1,2,2,,1,3,5,2,9,1,,1,1,1,,1,,0.440324991941452,2,1
103,"vn38ynk0vjfuj6b9",10/19/2022 15:33:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1961,0,0,0,1,0,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,1,2,2,6,4,1,4,3,3,,,,,,,3,3,,,3,4,1,1,3,4,2,1,4,2,,,,4,4,1,1,2,1,4,3,3,3,3,2,1,2,2,4,2,2,2,4,4,2,4,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,4,4,4,4,2,1,0,3,1152.49,14,,10,,1,2,10/19/2022 15:13:00,11,2,3,2,6,2,1,2,2,3,1,,4,1,3,3,1,5,,5,1,4,1,2,,,2.72943449020386,2,2
104,"hrjskybtt5ks5b4f",10/19/2022 15:22:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1955,0,0,0,1,0,1,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,1,1,1,2,4,2,4,3,,,,,,,2,2,,,1,4,3,4,1,1,1,3,3,1,1,0,1,3,1,1,3,1,1,4,4,4,2,3,1,3,4,4,1,1,1,1,4,4,5,5,,,1,1,0,0,0,0,,,,,,3,0,1,0,1,0,1,0,1,1,1,1,2,2,1,0,3,503.98,4,,10,,5,6,10/19/2022 15:13:00,11,2,1,1,1,4,2,2,2,2,2,,5,2,3,3,1,10,,1,1,1,1,2,,,1.91946589946747,2,2
106,"1wm6kex129nvuak1",10/19/2022 15:30:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1945,0,0,0,1,0,1,6,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,3,2,4,1,10,4,1,4,2,4,,,,,,,4,3,,,4,4,4,4,4,4,4,4,4,2,,,,4,4,1,4,3,3,4,4,4,1,2,2,1,2,2,2,2,2,2,2,1,2,2,,,2,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,1,1,1,5,4,0,1,3,951.92,13,,11,,5,6,10/19/2022 15:14:00,8,3,4,4,4,1,2,2,4,4,5,1,,3,3,3,4,0,5,,4,4,1,,2,,2.41749739646912,2,3
107,"9he653y3r8wjq6cr",10/19/2022 15:41:00,98,1,3,3,1,1,0,0,0,0,0,0,1,1,1955,0,0,0,1,0,1,2,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,10,4,1,4,1,4,,,,,,,4,4,,,4,4,4,4,4,4,4,1,4,2,,,,4,3,1,2,3,3,3,2,3,2,2,1,1,2,2,2,4,2,4,2,4,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,2,0,1,5,1493.26,4,,10,,5,6,10/19/2022 15:14:00,8,3,4,4,4,1,1,2,4,2,3,5,,1,2,1,3,0,5,,4,4,2,,1,,0.504157483577728,2,3
108,"a60umk2wc4p9jd7t",10/19/2022 15:28:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1951,0,0,0,1,0,1,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,4,10,1,4,1,4,2,,,,,,,1,2,,,1,4,2,1,2,4,1,4,4,1,0,0,1,2,3,1,1,2,2,2,2,3,3,2,1,3,3,3,3,3,1,3,1,3,1,1,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,2,6,1,0,3,793.97,12,,13,,1,1,10/19/2022 15:14:00,8,1,1,1,1,3,1,2,1,1,3,,2,2,3,2,3,10,,5,1,1,2,2,,,1.72751927375793,2,1
109,"940yvpkb5mgxx676",10/19/2022 15:26:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1962,0,0,0,1,0,1,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,3,2,10,2,4,4,4,2,,,,,,,2,4,,,2,4,2,3,1,2,1,4,4,1,0,1,0,3,2,1,3,1,1,3,4,4,1,3,1,3,4,4,4,1,3,1,4,4,1,1,,,1,0,0,0,1,0,,,,,,4,1,0,0,0,0,0,0,1,1,1,1,2,2,0,1,3,595.96,13,,10,,5,6,10/19/2022 15:15:00,8,2,1,1,2,3,2,2,2,1,2,3,,1,3,2,2,10,1,,1,1,2,,2,,1.91946589946747,2,2
110,"4ss40sgn291z0qfa",10/19/2022 15:22:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1994,1,0,0,0,0,1,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,5,2,4,2,3,3,,,,,,,2,4,,,2,2,1,1,3,1,1,4,4,1,0,1,0,1,2,1,1,1,1,2,3,3,3,2,2,3,4,1,1,1,1,1,1,2,1,1,,,1,1,0,0,0,0,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,2,4,1,0,3,390.95,12,,13,,1,1,10/19/2022 15:16:00,8,1,2,2,2,2,2,2,2,2,3,,3,2,3,3,3,5,,1,1,1,1,2,,,1.91946589946747,2,1
111,"6u32q1mnbkve9051",10/19/2022 15:27:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1957,0,0,0,1,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,3,3,3,0,4,4,4,4,4,,,,,,,4,5,,,6,4,4,4,4,4,4,4,4,2,,,,4,2,3,4,2,2,1,4,3,1,3,2,1,4,4,4,4,4,4,4,2,2,5,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,4,4,4,6,2,1,0,3,687.9,15,,10,,5,6,10/19/2022 15:16:00,9,2,6,6,6,6,3,2,4,3,3,,2,1,3,1,3,0,,5,4,4,2,2,,,1.835453748703,2,2
112,"fjcahtfqt6femt2w",10/19/2022 15:27:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1959,0,0,0,1,0,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,3,1,4,1,10,4,1,4,3,4,,,,,,,4,4,,,4,4,3,1,2,2,4,1,4,2,,,,4,2,2,4,2,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,5,1,0,3,658.9,12,,11,,1,6,10/19/2022 15:16:00,14,3,4,4,6,6,2,2,4,3,4,,1,3,3,1,2,0,,5,3,4,1,1,,,2.41749739646912,2,3
114,"zh78sghj15q8jph3",10/19/2022 15:50:00,98,1,3,1,,0,0,0,0,1,0,0,1,1,1936,0,0,0,1,0,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,2,2,3,8,2,5,2,3,2,,,,,,,2,2,,,2,2,3,4,4,4,1,1,1,2,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,3,3,12,,,0,0,0,0,1,1,1,2,1,3,2,1,0,0,0,0,0,0,2,2,2,2,2,2,0,1,5,2036.83,4,,10,,5,6,10/19/2022 15:16:00,8,2,2,2,2,3,2,2,2,2,2,2,,1,3,2,1,8,2,,3,2,2,,2,,0.67261928319931,1,2
116,"q28pvd7kgdv7y5nf",10/19/2022 15:32:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1995,1,0,0,0,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,3,2,1,5,5,4,5,2,4,,,,,,,2,2,,,4,4,1,1,3,3,4,4,4,1,0,1,0,1,3,2,2,1,2,1,1,1,3,3,1,2,4,4,4,4,4,4,4,2,5,5,,,1,1,0,0,0,0,,,,,,4,0,0,0,0,0,0,1,3,3,3,3,3,5,0,1,3,922.22,14,,10,,1,2,10/19/2022 15:16:00,12,3,6,6,6,6,2,1,2,2,4,1,,2,2,1,3,7,1,,1,2,2,,1,,1.835453748703,2,3
123,"cq678ray52b35fd6",10/19/2022 15:52:00,98,1,3,3,1,1,0,0,0,0,0,0,1,1,1973,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,2,2,4,5,2,4,2,4,2,,,,,,,5,5,,,1,4,2,2,2,4,2,2,4,2,,,,2,2,2,2,2,2,3,3,3,2,2,1,3,2,4,4,1,3,1,1,3,1,1,,,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,0,1,2,2,2,2,3,0,1,5,1256.36,13,,10,,5,6,10/19/2022 15:20:00,11,1,2,2,1,4,1,2,2,2,3,3,,1,1,5,2,10,5,,2,1,2,,2,,0.440324991941452,2,1
124,"anwaugs7fka7byfs",10/19/2022 15:54:00,98,1,3,3,1,1,0,0,0,0,0,0,1,2,1985,0,1,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,1,3,7,2,3,2,3,2,,,,,,,2,3,,,2,4,3,2,3,2,2,2,3,2,,,,1,1,1,2,1,1,4,4,4,3,2,2,3,1,1,1,1,1,1,1,2,1,1,,,1,1,0,0,0,0,,,,,,1,0,0,1,0,0,0,0,1,1,1,1,1,4,1,0,5,1812.02,4,,10,,5,6,10/19/2022 15:21:00,8,1,1,2,2,3,2,2,1,1,1,,1,2,1,1,2,7,,1,2,2,1,1,,,0.440324991941452,2,1
128,"nfj3sh84pmhf80a1",10/19/2022 15:47:00,98,1,3,2,,0,0,0,1,0,0,0,1,2,1960,0,0,0,1,0,1,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,4,4,2,4,2,4,2,,,,,,,1,3,,,1,4,3,3,3,3,2,3,4,2,,,,1,1,1,1,1,1,4,4,4,2,2,2,3,1,1,1,1,4,1,4,2,1,1,,,1,1,0,0,0,0,,,,,,2,0,0,1,0,0,0,0,1,1,1,1,1,3,0,1,5,955.69,4,,10,,5,6,10/19/2022 15:31:00,11,2,1,1,1,4,1,1,1,1,4,2,,1,3,1,2,4,4,,2,2,2,,2,,1.91946589946747,2,2
130,"wtg7e25mnwv8z7c5",10/19/2022 15:43:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1988,0,1,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,4,10,1,4,1,4,1,,,,,,,1,1,,,1,4,4,4,1,4,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,4,2,2,1,1,1,1,1,1,1,1,1,3,1,1,12,,2,0,1,1,0,0,1,1,1,3,2,4,1,0,0,0,0,0,0,1,1,1,1,1,2,0,1,6,436.33,4,,10,,5,6,10/19/2022 15:35:00,8,1,1,1,1,4,2,2,1,1,3,1,,1,1,1,1,10,1,,1,1,1,,2,,0.431166261434555,1,1
131,"ep19j47j9q1kky8x",10/19/2022 15:49:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,2003,1,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,1,3,3,3,0,5,4,5,4,6,,,,,,,6,5,,,5,4,1,1,2,2,2,2,2,1,1,0,0,1,1,1,3,1,1,1,3,3,2,3,2,3,3,3,3,3,3,3,3,4,5,5,12,,2,0,0,1,0,0,1,1,2,1,3,1,0,1,0,0,0,0,0,4,4,4,4,3,2,1,0,6,515.98,14,,10,,1,2,10/19/2022 15:40:00,8,2,5,5,5,5,1,1,2,1,1,,3,1,1,3,3,10,,5,1,1,4,2,,,0.28200963139534,1,2
134,"qhss7tdku7vh9efc",10/19/2022 16:02:00,98,1,3,1,,0,0,0,0,1,0,0,1,2,1986,0,1,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,3,3,2,3,7,1,4,1,4,2,,,,,,,2,6,,,1,4,4,3,3,4,2,2,1,2,,,,2,1,1,2,2,1,3,4,3,1,2,2,3,1,3,1,1,1,3,1,4,1,3,12,,,0,0,0,1,0,1,1,2,1,3,2,0,0,0,0,1,0,0,1,2,3,4,2,4,1,0,5,1251.81,4,,10,,5,6,10/19/2022 15:41:00,8,2,1,2,2,3,2,2,2,2,1,,3,2,1,2,2,10,,1,1,1,1,2,,,0.588541865348816,1,2
